ph,N,P,K,moisture,season,soil_type,temperature,label
5.858617867,7,63,24,18.730580173999996,Summer,Clay,22.95458237,kidneybeans
5.618844277000001,24,67,22,17.924082254,Summer,Sandy,20.120043,kidneybeans
5.6066203460000015,11,71,24,19.295168187999998,Summer,Loam,21.14011423,kidneybeans
5.582178402,37,74,15,13.443901625999999,Summer,Loam,24.92360104,kidneybeans
5.56503533,25,76,24,20.3623027,Summer,Sandy,15.33042636,kidneybeans
5.889614577000001,34,66,17,17.77039481,Summer,Loam,18.81097271,kidneybeans
5.934136378,20,69,15,17.960084486,Summer,Loam,23.44260668,kidneybeans
5.683548308,37,65,16,13.9273157772,Summer,Sandy,22.8352024,kidneybeans
5.70836603,18,74,15,19.223985172,Summer,Loam,24.9035819,kidneybeans
5.948164454,4,67,25,19.399693736,Summer,Clay,23.78709569,kidneybeans
5.774755143999999,37,56,25,16.831337312,Summer,Sandy,22.05592283,kidneybeans
5.97229163,5,59,15,17.47667696,Summer,Sandy,18.87492997,kidneybeans
5.532100554,11,61,21,19.227974160000002,Summer,Loam,18.62328774,kidneybeans
5.669560726,22,80,20,15.326030462000002,Summer,Loam,23.00884744,kidneybeans
5.655726817000001,12,61,19,17.224471520799998,Summer,Loam,19.33162606,kidneybeans
5.591704013999999,5,74,21,15.493584648800002,Summer,Loam,16.24469193,kidneybeans
5.932323085,27,69,22,17.7107603388,Summer,Loam,17.91652287,kidneybeans
5.824208308999999,31,75,18,16.418202652799998,Summer,Sandy,15.46789263,kidneybeans
5.86442953,36,68,20,17.5365770348,Summer,Clay,17.06104474,kidneybeans
5.866744372,5,65,16,15.455190534,Summer,Loam,21.32776028,kidneybeans
5.706198621,32,79,15,15.711800447200002,Summer,Loam,23.90910104,kidneybeans
5.940546818,11,78,22,18.152739602,Summer,Loam,23.89756791,kidneybeans
5.916779289,0,55,22,18.1019834,Summer,Sandy,22.98666928,kidneybeans
5.779090476,14,59,15,19.605663878,Summer,Clay,21.35135729,kidneybeans
5.82738029,29,68,23,16.236744209999998,Summer,Sandy,24.1638445,kidneybeans
5.514234138,32,68,19,16.899715126,Summer,Sandy,24.62835037,kidneybeans
5.662699104,17,64,17,19.947851414,Summer,Loam,21.02213209,kidneybeans
5.86390397,13,69,19,16.618355284,Summer,Sandy,17.30844532,kidneybeans
5.624690247999999,14,67,22,18.2385680408,Summer,Clay,23.82576704,kidneybeans
5.591560999,9,69,20,19.551974098,Summer,Clay,19.30607278,kidneybeans
5.976312537999999,20,73,22,18.61477831,Summer,Sandy,16.03768615,kidneybeans
5.669236258,40,78,20,15.706507419999998,Summer,Clay,19.18572809,kidneybeans
5.961934481,27,72,23,15.6410090088,Summer,Clay,19.92889503,kidneybeans
5.690065688,14,67,15,20.375994802,Summer,Sandy,19.56376468,kidneybeans
5.698371311,7,56,18,17.6436114556,Summer,Clay,18.31357543,kidneybeans
5.59503163,27,65,18,16.8684971868,Summer,Clay,20.10993761,kidneybeans
5.5259045260000015,30,63,16,17.167152373999997,Summer,Sandy,23.60506572,kidneybeans
5.819403771,37,70,25,18.299465769999998,Summer,Loam,19.73136909,kidneybeans
5.562201934,27,63,19,18.041238096,Summer,Sandy,20.93409877,kidneybeans
5.630664753,22,60,24,16.318892776,Summer,Loam,18.78226261,kidneybeans
6.03160778,3,72,24,39.663481778,Summer,Loam,36.51268371,pigeonpeas
5.269084669,40,59,23,44.188135548,Summer,Clay,36.89163721,pigeonpeas
5.985792703,33,73,23,39.76701271,Summer,Loam,29.23540524,pigeonpeas
6.09186275,27,57,24,31.70799048,Summer,Clay,27.33534897,pigeonpeas
5.624731337999999,10,79,18,40.666822464,Summer,Clay,21.0643684,pigeonpeas
6.446091759,30,75,25,31.383497353999996,Summer,Loam,30.33276599,pigeonpeas
5.623490042999999,40,70,20,32.900562805999996,Summer,Sandy,31.80130272,pigeonpeas
5.864623352000001,38,55,19,30.892303675999997,Summer,Sandy,33.18184225,pigeonpeas
5.761702519,35,58,20,41.6886211312,Summer,Loam,29.38538562,pigeonpeas
4.696518678,38,61,21,45.543153065999995,Summer,Sandy,30.27374995,pigeonpeas
5.269504214,33,58,24,45.600195393999996,Summer,Clay,35.45790488,pigeonpeas
7.445444882999999,16,56,17,31.084238084,Summer,Clay,33.80020039,pigeonpeas
5.833031707999999,31,72,17,33.5378412784,Summer,Clay,28.69180475,pigeonpeas
7.3393209289999986,16,80,20,38.884801256,Summer,Loam,31.24021696,pigeonpeas
6.347929353,27,72,17,39.169333562,Summer,Clay,28.98039357,pigeonpeas
4.697750704,40,62,19,24.343032373200003,Summer,Clay,27.32198928,pigeonpeas
4.962661422,18,58,16,30.495431644,Summer,Clay,21.47607807,pigeonpeas
4.964887857,3,68,16,25.117546253999997,Summer,Loam,18.31910448,pigeonpeas
5.642813116,26,67,24,29.10320927,Summer,Sandy,36.97794384,pigeonpeas
5.6093956,16,70,20,28.937121303999998,Summer,Loam,24.80467592,pigeonpeas
4.681576043,24,63,19,41.364517526,Summer,Sandy,19.3479443,pigeonpeas
5.70951224,9,76,25,37.242566302,Summer,Sandy,28.88302142,pigeonpeas
6.413543781,16,55,19,36.012618450000005,Summer,Sandy,19.54314136,pigeonpeas
6.007508163,28,75,21,34.899012112,Summer,Clay,24.7741949,pigeonpeas
4.946369874,16,71,24,28.63178616,Summer,Sandy,18.33124824,pigeonpeas
5.517208078,24,70,21,32.535018279999996,Summer,Sandy,19.14729038,pigeonpeas
5.902103172,38,72,21,37.125315024,Summer,Sandy,28.23416057,pigeonpeas
5.719889876,9,66,21,26.763279985999997,Summer,Loam,30.11812084,pigeonpeas
4.548202098,34,56,17,26.844270434,Summer,Loam,33.4126864,pigeonpeas
6.6695294160000005,1,76,19,35.105993065999996,Summer,Sandy,24.18553163,pigeonpeas
4.7509292180000005,6,69,19,28.796406693199998,Summer,Loam,26.88630675,pigeonpeas
4.946263888,26,73,21,41.255855929999996,Summer,Sandy,31.33170829,pigeonpeas
5.266227032,27,61,18,44.587045568,Summer,Loam,33.30711818,pigeonpeas
7.10959773,27,71,23,33.927137361999996,Summer,Sandy,23.45379018,pigeonpeas
5.617008201,36,61,21,30.17060675,Summer,Clay,34.53823889,pigeonpeas
5.632353113,17,73,18,28.601530262,Summer,Loam,19.50112224,pigeonpeas
4.674941549,26,72,22,26.2155867396,Summer,Sandy,28.76794904,pigeonpeas
7.161797643,17,64,16,26.57815853,Summer,Clay,30.97758716,pigeonpeas
6.624966131,14,74,19,25.8207681116,Summer,Clay,18.39759147,pigeonpeas
5.004074623999999,39,60,15,23.268540368,Summer,Sandy,35.09357419,pigeonpeas
6.3458060110000005,6,66,15,24.610879922,Summer,Loam,34.93174223,pigeonpeas
6.216814453,8,59,18,28.948042391999998,Summer,Clay,29.50523036,pigeonpeas
5.921666758,2,67,18,33.67813861,Summer,Clay,34.51934775,pigeonpeas
6.012719118,1,76,17,37.141724257999996,Summer,Sandy,28.43430726,pigeonpeas
4.684079249,16,73,19,27.414236126,Summer,Clay,18.41645629,pigeonpeas
7.077170002000001,23,75,25,31.971588662799995,Summer,Sandy,31.07508973,pigeonpeas
6.208843215,32,70,20,35.571930638,Summer,Loam,20.89342749,pigeonpeas
7.05181629,28,59,22,38.519157546,Summer,Clay,30.90607799,pigeonpeas
4.722222454,5,62,23,45.687657936,Summer,Sandy,27.9348279,pigeonpeas
6.418062652000001,36,67,25,27.358511668000002,Summer,Sandy,35.95176642,pigeonpeas
4.803564468,1,66,23,41.08373468999999,Summer,Loam,19.54317155,pigeonpeas
4.608695247,24,73,20,26.445709821999998,Summer,Loam,19.63736208,pigeonpeas
5.611510977000001,17,67,18,39.04932785599999,Summer,Loam,31.2192752,pigeonpeas
7.322097972000001,5,55,18,32.49280932,Summer,Loam,33.50876355,pigeonpeas
5.023115055,5,56,24,34.546374637999996,Summer,Loam,24.80710166,pigeonpeas
5.617122801,37,77,17,26.809937802,Summer,Sandy,36.20970524,pigeonpeas
5.391560417999999,13,73,20,27.797026706,Summer,Clay,30.50420876,pigeonpeas
5.906596905,6,63,23,36.381578096,Summer,Sandy,26.01630259,pigeonpeas
6.574209678,16,77,22,25.40560954,Summer,Clay,31.48469278,pigeonpeas
4.807776748999999,25,64,20,23.677368334,Summer,Clay,33.15122581,pigeonpeas
4.760038038999999,34,75,24,38.466213018,Summer,Loam,23.50222822,pigeonpeas
5.180271502,20,77,23,29.232727215999997,Summer,Loam,34.87248659,pigeonpeas
4.895927306,35,80,25,34.844508296,Summer,Loam,28.09269012,pigeonpeas
6.436160044,14,75,24,39.139295328,Summer,Clay,24.54757829,pigeonpeas
7.066087261,36,80,21,33.067633604,Summer,Clay,33.64769646,pigeonpeas
6.655918077999999,7,77,18,43.972864594,Summer,Loam,20.5591255,pigeonpeas
5.982854522999999,29,78,25,43.430430812,Summer,Loam,19.95991719,pigeonpeas
5.457871272999999,30,60,21,44.784825059999996,Summer,Loam,28.87667593,pigeonpeas
4.759490199,20,74,16,32.564419306,Summer,Clay,36.04353699,pigeonpeas
7.342409555,19,57,23,34.017784348,Summer,Loam,23.6734328,pigeonpeas
4.820788186000001,3,60,19,28.462722172,Summer,Loam,25.74679443,pigeonpeas
6.242052013,5,77,19,47.05021097,Summer,Loam,31.08564994,pigeonpeas
5.001038726,5,68,20,42.393957658,Summer,Clay,18.72987676,pigeonpeas
5.560224582999999,37,73,21,45.659916144,Summer,Loam,29.50304807,pigeonpeas
4.747352458,9,59,24,29.112634451999998,Summer,Sandy,20.43517772,pigeonpeas
7.313517308,20,72,15,39.00239236,Summer,Clay,36.00415838,pigeonpeas
5.661826398,31,56,23,28.219620008,Summer,Loam,31.46846241,pigeonpeas
4.672437054,0,70,21,37.68242347,Summer,Clay,36.30049702,pigeonpeas
6.471862118,21,74,15,46.393644352,Summer,Loam,29.49096726,pigeonpeas
5.384762927000001,13,67,18,27.956604398,Summer,Clay,30.5753044,pigeonpeas
5.8598134160000015,27,74,20,39.658332263599995,Summer,Sandy,24.69487673,pigeonpeas
6.962386495,29,72,24,28.510807368,Summer,Loam,23.17409556,pigeonpeas
6.12166671,5,68,20,26.078993360000002,Summer,Sandy,19.04380471,pigeonpeas
6.421748487,39,57,19,34.175943728,Summer,Sandy,29.32379604,pigeonpeas
4.828936119,22,62,16,39.830095196,Summer,Sandy,34.6455408,pigeonpeas
6.98571967,18,55,23,39.259137778,Summer,Clay,21.9989826,pigeonpeas
4.603563116,39,77,21,42.532884992,Summer,Clay,22.99774444,pigeonpeas
6.979540061,13,75,20,28.330033354,Summer,Clay,30.55992394,pigeonpeas
7.064973419,27,71,24,35.522002926,Summer,Sandy,31.46417866,pigeonpeas
5.16516459,26,64,22,28.716648297999996,Summer,Clay,25.95058595,pigeonpeas
5.111488821,23,55,16,49.223004268,Summer,Sandy,21.01142393,pigeonpeas
5.374358869,4,69,19,34.584638388,Summer,Loam,19.25100056,pigeonpeas
5.671419084,20,67,19,37.55283294,Summer,Loam,19.24462755,pigeonpeas
5.667419697000001,7,74,17,41.4090776084,Summer,Sandy,22.47253208,pigeonpeas
6.07938452,17,64,18,39.938907482000005,Summer,Sandy,36.75087487,pigeonpeas
6.931924962999999,35,71,17,47.737862774,Summer,Clay,29.89286629,pigeonpeas
6.842744374,11,72,22,33.789834704,Summer,Loam,29.37735586,pigeonpeas
6.876572502999999,20,60,22,33.215903618,Summer,Clay,29.65052947,pigeonpeas
6.151029296,10,71,18,46.733091517999995,Summer,Clay,19.54284889,pigeonpeas
4.567446499,33,61,24,34.261690556,Summer,Clay,20.04611791,pigeonpeas
3.692863601,3,49,18,40.132740382399994,Summer,Sandy,27.91095209,mothbeans
4.371745575,22,59,23,32.227364342,Summer,Clay,27.32220619,mothbeans
8.399135957999999,36,58,25,37.068398951199995,Summer,Sandy,28.66024187,mothbeans
8.840656256,4,43,18,39.5755315076,Summer,Sandy,29.02955344,mothbeans
8.153022903,29,54,16,34.0721902192,Summer,Loam,27.78031515,mothbeans
5.270749441,32,43,22,35.329714444,Summer,Loam,31.99928579,mothbeans
8.050304395,14,55,15,36.1044457128,Summer,Loam,27.33580911,mothbeans
9.679240873,5,35,20,34.7963418956,Summer,Clay,28.92952635,mothbeans
6.974978386,25,57,24,36.6376196788,Summer,Loam,27.65472156,mothbeans
7.39389918,11,53,24,35.916760350400004,Summer,Loam,28.52396666,mothbeans
6.68727523,40,49,17,29.678150061599997,Summer,Clay,31.02215872,mothbeans
7.88118645,38,56,25,29.9283776,Summer,Clay,25.74095321,mothbeans
5.875333778,27,43,23,35.9102475668,Summer,Loam,31.70447482,mothbeans
8.202706015,24,38,22,36.50875688,Summer,Clay,24.47876451,mothbeans
8.985348193,23,45,21,34.0573688836,Summer,Clay,31.46511256,mothbeans
5.87707519,29,57,20,32.5755039468,Summer,Sandy,25.60973447,mothbeans
7.707595055,31,35,23,31.031317711199996,Summer,Clay,30.30260453,mothbeans
4.524171562,0,55,25,28.0316070448,Summer,Loam,28.17489437,mothbeans
9.926212291,7,45,22,29.871207102000003,Summer,Clay,25.50634557,mothbeans
6.455592696,17,58,25,27.463429729599998,Summer,Loam,31.12896766,mothbeans
8.016210782,11,44,17,34.759167134,Summer,Sandy,26.34043268,mothbeans
3.71105919,22,49,22,39.8438975972,Summer,Loam,28.23494706,mothbeans
5.49091063,9,51,19,31.5257409016,Summer,Loam,27.04453473,mothbeans
9.254089438,28,48,15,34.788507777599996,Summer,Clay,25.16125354,mothbeans
6.005242945,26,50,19,32.3038943572,Summer,Loam,27.3179125,mothbeans
7.437078236,36,56,20,31.0738124068,Summer,Sandy,25.4123765,mothbeans
3.808429173,8,60,18,29.736030283999998,Summer,Sandy,31.21629982,mothbeans
5.818219385,24,37,21,37.446042294399994,Summer,Sandy,30.573999,mothbeans
4.52363558,22,43,24,33.7802457836,Summer,Clay,25.42517036,mothbeans
3.510404312,36,43,24,27.853332436,Summer,Clay,27.09400578,mothbeans
6.030447288,22,44,24,36.157444565199995,Summer,Sandy,24.30935081,mothbeans
5.498340807999999,17,43,22,29.18260959,Summer,Sandy,30.06142622,mothbeans
4.61136408,8,45,15,37.943767343599994,Summer,Clay,28.09568993,mothbeans
5.545219232000001,7,56,23,26.2257722648,Summer,Sandy,26.33908791,mothbeans
8.292875733999999,36,57,16,36.5664694312,Summer,Sandy,28.61409059,mothbeans
3.828031463,11,45,19,28.3804376552,Summer,Sandy,28.70012137,mothbeans
8.869532817,6,36,22,37.5653312264,Summer,Clay,24.21610338,mothbeans
3.793575185,17,57,20,29.76761268,Summer,Clay,28.50677929,mothbeans
4.193189124,4,47,20,41.861210877999994,Summer,Loam,25.97948991,mothbeans
7.661537347999999,9,49,16,27.021523209999998,Summer,Clay,30.88482722,mothbeans
9.392694614,25,51,24,39.6043068412,Summer,Clay,25.5042419,mothbeans
4.516154055,36,44,21,32.3386080252,Summer,Loam,25.12528913,mothbeans
5.794289715,21,38,20,40.62886003679999,Summer,Clay,27.10508014,mothbeans
7.354286985,37,57,20,29.7243887348,Summer,Clay,31.1006247,mothbeans
5.993513566,32,48,18,36.4078247416,Summer,Loam,26.45707778,mothbeans
8.620107545,29,44,20,39.410614926799994,Summer,Sandy,30.04132304,mothbeans
9.45949344,25,51,18,34.904160213599994,Summer,Loam,27.77799528,mothbeans
8.0344125,10,44,24,28.143948624799997,Summer,Clay,30.99256944,mothbeans
5.414492777,23,35,18,29.898954130400003,Summer,Clay,26.4908332,mothbeans
6.2760043360000015,9,60,23,36.8744703168,Summer,Loam,31.96987867,mothbeans
9.160691747,3,58,21,30.320125981599997,Summer,Clay,25.36140526,mothbeans
7.887658711,22,42,22,36.1185633656,Summer,Loam,25.54249137,mothbeans
8.183844843,12,39,21,40.534541642,Summer,Clay,28.99319096,mothbeans
9.072011412,39,36,22,37.6632597568,Summer,Clay,29.34317422,mothbeans
7.702287236,32,41,16,39.5786589924,Summer,Sandy,28.63618921,mothbeans
5.88509677,30,41,15,28.585753736,Summer,Clay,24.83206631,mothbeans
6.16496284,19,36,22,37.4141120856,Summer,Clay,25.44689075,mothbeans
3.504752314,4,46,15,39.993232067200005,Summer,Clay,31.01274943,mothbeans
7.388007482999999,21,39,20,33.8100237792,Summer,Clay,27.06179658,mothbeans
8.340398059,35,57,25,28.202321122000004,Summer,Loam,27.0956288,mothbeans
8.66077954,22,55,24,36.965027139200004,Summer,Clay,28.56800579,mothbeans
3.558822825,35,51,17,31.539494209199997,Summer,Loam,28.79929247,mothbeans
5.9565851,17,56,17,30.034877814799998,Summer,Clay,27.94293692,mothbeans
9.416003106,28,57,17,39.424125594799996,Summer,Loam,30.47757686,mothbeans
8.18422855,22,36,16,33.0463126836,Summer,Clay,30.58139475,mothbeans
5.131779302,11,41,19,26.8540559436,Summer,Clay,26.85911286,mothbeans
6.294130312999999,38,38,18,38.1418562812,Summer,Clay,26.31051759,mothbeans
7.991902443,23,37,24,27.8934865892,Summer,Clay,28.77833449,mothbeans
8.923095695,25,35,20,28.8882014524,Summer,Loam,28.90245417,mothbeans
6.878498176,40,45,20,36.1514588568,Summer,Clay,29.37687468,mothbeans
5.243634848999999,23,58,19,37.318808767600004,Summer,Clay,24.17093241,mothbeans
7.550090941,2,56,23,37.350881346,Summer,Clay,26.65333029,mothbeans
8.709291687999999,3,56,17,34.1888378176,Summer,Loam,28.19912143,mothbeans
7.792508067999999,26,51,25,33.7850918668,Summer,Clay,28.76488954,mothbeans
8.055908857999999,39,42,20,38.3852593752,Summer,Loam,29.3499706,mothbeans
4.397698806,27,59,20,33.006181294,Summer,Clay,28.00937423,mothbeans
5.9523849570000005,24,45,19,30.684489056,Summer,Sandy,26.85851927,mothbeans
8.532078732999999,7,40,17,26.7071376532,Summer,Sandy,31.2123945,mothbeans
7.224193642,15,45,23,38.701087879999996,Summer,Clay,24.20422636,mothbeans
4.931890506,26,52,23,31.8794806304,Summer,Clay,29.98835437,mothbeans
4.626212446,20,45,16,34.5883487624,Summer,Clay,29.93964907,mothbeans
5.026003659,34,54,24,27.6876628672,Summer,Clay,31.2119298,mothbeans
3.5253661,19,51,25,30.6990694092,Summer,Loam,26.80474415,mothbeans
8.86979671,29,41,21,40.292224214799994,Summer,Loam,31.49398069,mothbeans
9.406887533,20,50,22,29.3888015508,Summer,Clay,30.99694676,mothbeans
5.80428611,11,40,23,39.836407838,Summer,Clay,29.61253065,mothbeans
8.35495812,15,54,15,36.0135273088,Summer,Clay,29.97604322,mothbeans
8.634929739,35,55,22,33.796953771599995,Summer,Sandy,30.88883074,mothbeans
7.699200949,9,59,25,37.512794242800005,Summer,Loam,30.39321309,mothbeans
5.261285926,40,45,18,34.359937840799994,Summer,Sandy,30.43683729,mothbeans
9.112771682,35,38,19,39.2175336264,Summer,Sandy,25.32688786,mothbeans
4.605700542,14,58,17,37.3195559948,Summer,Clay,30.53684308,mothbeans
7.115994051,40,55,18,26.273726851600003,Summer,Clay,30.38257873,mothbeans
7.214078621,18,36,23,33.661101984,Summer,Loam,24.01825377,mothbeans
9.93509073,35,52,15,39.315562895599996,Summer,Loam,28.69841277,mothbeans
8.914074888,4,59,22,31.099560212,Summer,Sandy,29.33743412,mothbeans
8.639586199,22,51,16,39.6135894724,Summer,Sandy,27.96583691,mothbeans
8.621514073,33,47,17,31.521942405999997,Summer,Sandy,24.86803974,mothbeans
5.838508699,2,51,17,29.1193534692,Summer,Loam,25.87682261,mothbeans
3.532008668,16,51,21,31.2985699392,Summer,Loam,31.01963639,mothbeans
7.18530147,19,55,20,54.8723934444,Summer,Clay,27.43329405,mungbean
7.034214276,8,54,20,50.015561471999995,Summer,Sandy,28.3340432,mungbean
6.635968697999999,36,55,20,52.81743040200001,Summer,Sandy,27.01470397,mungbean
6.828187498999998,10,56,16,50.081617276799996,Summer,Loam,28.17432665,mungbean
6.89077995,22,56,17,54.1866537876,Summer,Loam,29.87888063,mungbean
7.165121108999998,9,57,24,55.5488194872,Summer,Sandy,29.89232778,mungbean
6.935804256,34,59,23,52.208441207199996,Summer,Loam,28.56212158,mungbean
7.196774236,31,51,25,53.46287375959999,Summer,Clay,27.53592929,mungbean
6.990095452,0,49,18,54.43458465839999,Summer,Loam,29.68361658,mungbean
7.064782137999999,21,39,20,51.1418588544,Summer,Sandy,28.14448546,mungbean
7.156563094,28,35,22,54.4349689364,Summer,Sandy,29.53037621,mungbean
6.364967184,17,52,17,53.656648628,Summer,Loam,27.88352946,mungbean
6.428054409,24,42,23,51.175980015600004,Summer,Clay,28.22471276,mungbean
6.664187809,28,46,16,52.81294068639999,Summer,Sandy,29.008124,mungbean
6.637677489,21,38,21,53.3730008696,Summer,Loam,29.75538903,mungbean
6.79385576,34,60,25,52.7325909852,Summer,Loam,29.78416743,mungbean
6.852884642999999,19,53,22,49.9840100808,Summer,Clay,27.8640132,mungbean
7.121571293,31,58,15,53.0416772712,Summer,Clay,27.11026483,mungbean
6.883308033,19,35,24,52.1504304748,Summer,Clay,27.11030369,mungbean
6.421271178,24,53,17,55.753557117599996,Summer,Sandy,28.95451232,mungbean
6.54450214,13,47,20,54.487891838,Summer,Clay,29.21780035,mungbean
6.452006451,31,53,16,53.431895112,Summer,Loam,28.7420098,mungbean
6.489259136,28,45,23,50.44972127119999,Summer,Sandy,29.65021184,mungbean
6.713410626,31,37,21,53.335039361599996,Summer,Sandy,27.23924995,mungbean
6.510840928,33,60,15,51.2629532552,Summer,Loam,28.95172351,mungbean
6.2873801170000005,34,45,21,51.0442220872,Summer,Clay,28.18837136,mungbean
6.86308576,13,57,25,53.7430228656,Summer,Loam,28.30041493,mungbean
6.78415271,33,57,17,55.54263906920001,Summer,Loam,27.89636126,mungbean
6.769415887999999,32,57,22,54.285260122800004,Summer,Sandy,28.6899851,mungbean
6.320768488,23,59,25,55.5061348836,Summer,Clay,27.826262300000003,mungbean
6.705008503999999,35,41,18,51.350030309599994,Summer,Loam,28.70562673,mungbean
6.790736339,6,48,24,52.70791419,Summer,Loam,28.6362812,mungbean
7.130278657000001,29,36,25,55.006314834,Summer,Loam,28.28511547,mungbean
7.012740397000001,4,36,22,53.431914889599994,Summer,Clay,27.60887393,mungbean
7.1556850160000005,10,59,22,53.674821382,Summer,Clay,28.60901145,mungbean
6.991242362,14,48,21,53.017796196,Summer,Clay,29.24598976,mungbean
6.218923893,8,50,21,55.48884883640002,Summer,Loam,28.62911222,mungbean
7.199495367999999,20,40,15,54.646819973999996,Summer,Loam,29.57329479,mungbean
6.3898821660000005,36,43,22,54.6349747908,Summer,Loam,27.82684262,mungbean
6.623438282,14,57,15,51.4935954392,Summer,Clay,29.8757015,mungbean
7.033012777000001,11,60,23,55.145295662,Summer,Loam,27.33684386,mungbean
6.32400451,10,59,15,55.9372446672,Summer,Sandy,29.83040388,mungbean
6.397636709,7,60,25,51.8981230952,Summer,Clay,28.2753171,mungbean
6.401455706,2,47,15,53.9313252612,Summer,Clay,29.86860065,mungbean
6.904587016,20,45,22,56.194830084799996,Summer,Loam,29.5888162,mungbean
6.478557136,2,39,15,51.731734442,Summer,Clay,28.07219563,mungbean
7.063022095,27,40,24,56.1115437516,Summer,Clay,27.84026517,mungbean
6.981758362000001,35,48,15,54.67224973160001,Summer,Sandy,27.10818093,mungbean
6.227134139,4,59,25,51.3505088872,Summer,Clay,27.68515114,mungbean
6.232836962,1,48,24,53.7242873536,Summer,Clay,29.34594634,mungbean
7.140437859,36,43,21,53.03282892200001,Summer,Sandy,28.36319404,mungbean
6.459252023,11,46,24,56.14492707,Summer,Clay,27.65280218,mungbean
6.568795403999999,34,47,19,53.3949806412,Summer,Clay,27.31372793,mungbean
7.12851089,21,44,18,54.1583030944,Summer,Loam,27.06909959,mungbean
6.42937879,17,58,20,53.11928512,Summer,Clay,28.06642822,mungbean
6.248900919,25,40,21,50.4504505864,Summer,Clay,27.73329078,mungbean
6.619891497999999,2,38,18,55.7768857948,Summer,Sandy,27.53632932,mungbean
6.377568542000001,9,48,20,52.8129422328,Summer,Sandy,29.66461594,mungbean
6.415459592,37,49,25,53.167939274,Summer,Clay,29.914544300000006,mungbean
6.3206620120000006,36,38,15,54.87867368559999,Summer,Sandy,28.36363858,mungbean
6.978400282000001,40,58,15,54.29150464280001,Summer,Clay,29.46416042,mungbean
6.442335592999999,30,44,16,51.771602795999996,Summer,Clay,29.73013036,mungbean
7.184398832,1,59,23,54.057262393600006,Summer,Loam,27.46852989,mungbean
6.402926221,9,48,22,54.2402023436,Summer,Sandy,27.77076285,mungbean
7.085982325,14,41,17,54.547880717599995,Summer,Sandy,29.12939524,mungbean
6.698574085,35,52,19,55.435832212399994,Summer,Loam,27.10606808,mungbean
6.594739424,31,48,17,54.31713392,Summer,Clay,28.88078945,mungbean
6.647965508,4,41,20,51.778010725200005,Summer,Sandy,28.14720892,mungbean
7.120032489,30,37,25,50.278763504000004,Summer,Sandy,29.89129144,mungbean
6.91380932,9,35,20,50.2092972524,Summer,Sandy,27.41503453,mungbean
7.073048264,20,41,20,55.729487536,Summer,Clay,29.27308605,mungbean
6.5304707,37,50,23,55.3322895796,Summer,Clay,29.65296893,mungbean
6.684381357,34,35,21,51.933322516800004,Summer,Clay,28.44524991,mungbean
6.581351374,14,37,15,52.34298859799999,Summer,Clay,27.96235681,mungbean
6.86483915,23,39,22,50.86870665479999,Summer,Clay,29.25649321,mungbean
6.487124217000001,5,45,21,54.5279876328,Summer,Loam,28.36291385,mungbean
6.605733067999999,22,37,20,53.466656630799996,Summer,Sandy,27.62749466,mungbean
6.860602782000001,40,51,17,53.673781134799995,Summer,Loam,28.66086349,mungbean
6.41874299,27,56,20,54.3305261172,Summer,Loam,29.2114218,mungbean
6.365513634,31,40,22,53.83057574280001,Summer,Sandy,29.40889385,mungbean
6.5563729660000005,38,36,21,52.375561090800005,Summer,Loam,28.02952623,mungbean
6.760694227999999,6,37,17,49.735826274400004,Summer,Clay,28.08657178,mungbean
6.715276662999999,6,47,18,49.7748472676,Summer,Clay,29.16174608,mungbean
6.666380512000001,24,44,17,50.047592888800004,Summer,Loam,29.8596912,mungbean
6.626629798,25,59,19,51.9702256704,Summer,Loam,29.06631494,mungbean
6.702772465,32,56,21,55.5319569472,Summer,Clay,27.38538997,mungbean
7.011030515,8,45,18,52.9823905332,Summer,Loam,27.93034941,mungbean
6.890156495,19,39,17,50.8595256144,Summer,Sandy,29.2808618,mungbean
6.821747052,39,37,15,52.6672687732,Summer,Loam,28.9973145,mungbean
7.183189922,33,37,19,53.671896536,Summer,Loam,27.92678579,mungbean
6.27258822,26,54,17,55.35381622,Summer,Loam,28.5474135,mungbean
6.679127482,21,51,15,55.44528097,Summer,Clay,29.36488409,mungbean
6.689825155,22,54,20,51.823338449999994,Summer,Loam,28.56149805,mungbean
6.583381939,29,45,16,54.472821407599994,Summer,Clay,28.43683487,mungbean
6.725551062,4,40,21,50.0464947388,Summer,Clay,28.79728147,mungbean
7.069747813999999,10,37,22,55.8177518656,Summer,Clay,28.7275267,mungbean
6.921993877999999,4,44,19,51.846526928799996,Summer,Loam,27.95639663,mungbean
6.770955317,20,45,17,51.70781452799999,Summer,Loam,28.17458662,mungbean
6.983130466,23,45,23,54.2597811564,Summer,Clay,28.77653519,mungbean
6.267684328,25,48,21,52.1961361984,Summer,Loam,28.438097,mungbean
7.454532137,56,79,15,40.795128249200005,Summer,Clay,29.48439992,blackgram
7.040056094,25,62,21,43.5700368764,Summer,Loam,26.73433965,blackgram
7.418650668,42,61,22,40.1821721648,Summer,Clay,26.27274407,blackgram
6.501869314,42,73,25,43.2561125044,Summer,Loam,34.03679184,blackgram
6.814410927999999,44,58,18,41.9394130804,Summer,Loam,28.03644051,blackgram
7.581442888,50,55,16,41.69172568519999,Summer,Loam,28.81460716,blackgram
7.741418772,35,72,21,41.246952675200006,Summer,Clay,34.03619494,blackgram
